Player,weighted_pred,scaled_pred
Christian Marques,78.36712365667543,0.0
Yerson Mosquera,78.36712365667543,0.0
Louie Moulden,78.36712365667543,0.0
Dion Sanderson,78.36712365667543,0.0
James Storer,78.36712365667543,0.0
Allan Saint-Maximin,78.4833175470335,0.043878313445815914
Joelinton,77.13576226221758,-0.4649991584290704
Martin Dúbravka,82.5349272551703,1.5738881976651955
Fabian Schär,75.00284334726305,-1.2704535968378532
Joe Willock,74.89917962326308,-1.309600141984198
Jamaal Lascelles,74.33999633018945,-1.5207645993540162
Jonjo Shelvey,73.41970408751348,-1.8682946748291707
Miguel Almirón,72.20166127804174,-2.328264334333002
Emil Krafth,73.56771095427901,-1.8124028230970515
Ryan Fraser,74.76766447918412,-1.3592642224017266
Matt Targett,75.4688438724246,-1.0944777598472597
Callum Wilson,73.18408517755265,-1.9572714734643122
Sean Longstaff,73.6938299680184,-1.7647764840590754
Chris Wood,70.97824177229235,-2.790264396329139
Javier Manquillo,73.67635840580756,-1.77137427229659
Matt Ritchie,73.22108506833719,-1.9432992000487117
Jacob Murphy,72.34897438437461,-2.2726344674404166
Ciaran Clark,75.19740347130303,-1.1969818326996902
Isaac Hayden,74.13973696154325,-1.5963885699504143
Bruno Guimarães,82.1221225827275,1.4180007172346385
Karl Darlow,78.36712365667543,0.0
Federico Fernández,78.36712365667543,0.0
Kieran Trippier,78.36712365667543,0.0
Freddie Woodman,78.36712365667543,0.0
Jamal Lewis,78.36712365667543,0.0
Paul Dummett,78.36712365667543,0.0
Jeff Hendrick,78.36712365667543,0.0
Dwight Gayle,78.36712365667543,0.0
Elliot Anderson,78.36712365667543,0.0
Lucas De Bolle,78.36712365667543,0.0
Mark Gillespie,78.36712365667543,0.0
Joe White,78.36712365667543,0.0
Marc Guéhi,81.11638988934509,1.0382057536014555
Tyrick Mitchell,75.36281246259868,-1.13451841449017
Conor Gallagher,81.31151535370655,1.1118910072764032
Joachim Andersen,79.99184423695638,0.6135434372990604
Wilfried Zaha,80.45472513769889,0.7883412101275008
Vicente Guaita,82.42996019123747,1.534249472095902
Joel Ward,77.40479403274783,-0.36340465705010894
Jordan Ayew,77.44261585940187,-0.3491219958886215
Cheikhou Kouyaté,75.25787692180428,-1.1741452359727287
Jeffrey Schlupp,76.92943156372081,-0.5429158460813769
Odsonne Édouard,77.53341372900324,-0.3148339849587508
James McArthur,77.39992383756297,-0.36524378947097247
Nathaniel Clyne,73.79070937581939,-1.7281919010931635
Jean-Philippe Mateta,75.95943118436935,-0.909217211468018
Will Hughes,76.30360812516602,-0.7792456299798648
Michael Olise,78.56966416517805,0.07648539772759558
Christian Benteke,74.58919968972228,-1.4266579033165934
Luka Milivojević,78.36712365667543,0.0
Jack Butland,78.36712365667543,0.0
Eberechi Eze,78.36712365667543,0.0
James Tomkins,78.36712365667543,0.0
Jaïro Riedewald,78.36712365667543,0.0
Jesuran Rak Sakyi,78.36712365667543,0.0
Nathan Ferguson,78.36712365667543,0.0
Omotayo Adaramola,78.36712365667543,0.0
Scott Banks,78.36712365667543,0.0
Reece Hannam,78.36712365667543,0.0
Martin Kelly,78.36712365667543,0.0
Remi Matthews,78.36712365667543,0.0
Robert Street,78.36712365667543,0.0
Pontus Jansson,78.11297304153274,-0.09597492879628162
Christian Nørgaard,80.8232385717548,0.9275029846293342
Bryan Mbeumo,79.19716930258105,0.3134502417738716
Rico Henry,75.90382567857449,-0.9302155256225852
Ivan Toney,78.95403897238124,0.2216369045681298
Ethan Pinnock,76.22545806434273,-0.8087574472883898
Vitaly Janelt,76.35473659016957,-0.7599379813030231
Sergi Canós,74.87799445479664,-1.3176002998195933
David Raya,82.1963806546912,1.4460428023000775
Kristoffer Ajer,75.50024926427406,-1.0826181377689144
Mathias Jensen,75.72279679779717,-0.9985774846637588
Yoane Wissa,73.8445943441827,-1.7078433137055051
Mads Roerslev,72.14783404423453,-2.348591119412973
Frank Onyeka,73.5592068583511,-1.8156142259130512
Christian Eriksen,81.36573647404221,1.132366535775704
Shandon Baptiste,70.38732102829843,-3.0134138712860286
Mads Bech Sørensen,78.36712365667543,0.0
Mathias Jørgensen,78.36712365667543,0.0
Saman Ghoddos,78.36712365667543,0.0
Charlie Goode,78.36712365667543,0.0
Josh Dasilva,78.36712365667543,0.0
Jonas Lössl,78.36712365667543,0.0
Dominic Thompson,78.36712365667543,0.0
Marcus Forss,78.36712365667543,0.0
Mads Bidstrup,78.36712365667543,0.0
Tariqe Fosu,78.36712365667543,0.0
Finley Stevens,78.36712365667543,0.0
Nathan Young-Coombes,78.36712365667543,0.0
Matthew Cox,78.36712365667543,0.0
Halil Dervişoğlu,78.36712365667543,0.0
Patrik Gunnarsson,78.36712365667543,0.0
Maxwell Haygarth,78.36712365667543,0.0
Julian Jeanvier,78.36712365667543,0.0
Edmond-Paris Maghoma,78.36712365667543,0.0
Myles Peart-Harris,78.36712365667543,0.0
Matty Cash,77.96975656447091,-0.1500577850614376
Emiliano Martínez,81.7805007027879,1.2889940036996492
Tyrone Mings,77.27617824905253,-0.41197385164089717
John McGinn,79.58754961826018,0.4608696095363291
Ollie Watkins,79.33734515852831,0.3663848679046918
Douglas Luiz,78.86559749610778,0.18823873874737165
Ezri Konsa,76.90385882408317,-0.5525728829705863
Jacob Ramsey,76.93258212097103,-0.5417261007502906
Emi Buendía,80.71528231311625,0.8867354490869519
Danny Ings,76.9502837383943,-0.5350414367339412
Philippe Coutinho,80.66145340029138,0.8664080299593313
Lucas Digne,76.39437639018662,-0.7449687986315594
Ashley Young,72.19038261337282,-2.3325234978920166
Marvelous Nakamba,72.73689668534077,-2.1261433200835107
Leon Bailey,78.36712365667543,0.0
Axel Tuanzebe,78.36712365667543,0.0
Kortney Hause,78.36712365667543,0.0
Anwar El Ghazi,78.36712365667543,0.0
Morgan Sanson,78.36712365667543,0.0
Carney Chukwuemeka,78.36712365667543,0.0
Bertrand Traoré,78.36712365667543,0.0
Tim Iroegbunam,78.36712365667543,0.0
Robin Olsen,78.36712365667543,0.0
Jed Steer,78.36712365667543,0.0
Cameron Archer,78.36712365667543,0.0
Keinan Davis,78.36712365667543,0.0
Trézéguet,78.36712365667543,0.0
Jaden Philogene Bidace,78.36712365667543,0.0
Wesley Moraes,78.36712365667543,0.0
Lamare Bogarde,78.36712365667543,0.0
Benjamin Chrisene,78.36712365667543,0.0
Josh Feeney,78.36712365667543,0.0
Frederic Guilbert,78.36712365667543,0.0
Conor Hourihane,78.36712365667543,0.0
Kaine Kessler,78.36712365667543,0.0
Filip Marshall,78.36712365667543,0.0
Tommi O'Reilly,78.36712365667543,0.0
Aaron Ramsey,78.36712365667543,0.0
Viljami Sinisalo,78.36712365667543,0.0
James Ward-Prowse,80.49759860938379,0.8045315246380417
Oriol Romeu,79.11250102142317,0.2814769480996925
Mohammed Salisu,77.46479446067177,-0.34074668789857515
Jan Bednarek,78.60974097411878,0.09161960813392785
Kyle Walker-Peters,77.88739652009612,-0.18115941898859375
Valentino Livramento,75.95612294831302,-0.9104665010665067
Mohamed Elyounoussi,77.4799348039005,-0.33502923817879604
Che Adams,77.74368006977,-0.2354310802204976
Armando Broja,74.4120643411808,-1.493549547289316
Nathan Redmond,76.09903627517859,-0.8564981234481337
Fraser Forster,77.92548180308677,-0.16677726877754007
Romain Perraud,73.16746111291492,-1.9635492210865817
Alex McCarthy,76.18266753127926,-0.8249164416768765
Adam Armstrong,75.44868999440786,-1.1020884713402845
Stuart Armstrong,75.37416760312887,-1.1302303713420376
Ibrahima Diallo,72.74518797785794,-2.1230122782463
Nathan Tella,78.36712365667543,0.0
Lyanco,73.97208966036042,-1.6596972414044528
Jack Stephens,78.36712365667543,0.0
Moussa Djenepo,78.36712365667543,0.0
Theo Walcott,78.36712365667543,0.0
Yan Valery,78.36712365667543,0.0
Shane Long,78.36712365667543,0.0
Willy Caballero,78.36712365667543,0.0
William Smallbone,78.36712365667543,0.0
Kgagelo Chauke,78.36712365667543,0.0
Tyler Dibling,78.36712365667543,0.0
Harry Lewis,78.36712365667543,0.0
Dynel Simeu,78.36712365667543,0.0
Thierry Small,78.36712365667543,0.0
Jordan Pickford,80.2636300082921,0.716177932348945
Michael Keane,76.42446691060657,-0.7336057116166961
Séamus Coleman,76.42911673670042,-0.7318497972034175
Abdoulaye Doucouré,77.30706009407824,-0.4003119366155267
Richarlison,77.87391538525333,-0.18625030163667855
Demarai Gray,77.33977884292482,-0.3879563513689964
Anthony Gordon,74.89922627657394,-1.3095825242885437
Allan,75.63613044230222,-1.0313053114014261
Mason Holgate,74.65253059167482,-1.4027422468383008
Ben Godfrey,74.55641216099693,-1.439039461917405
Alex Iwobi,75.26924298065617,-1.1698530697373957
Andros Townsend,74.89469571558945,-1.3112934006035575
Dominic Calvert-Lewin,74.1835422785278,-1.5798463625820398
Vitaliy Mykolenko,74.05832649636855,-1.6271316141646772
Jonjoe Kenny,72.58387309107924,-2.1839296392515974
Yerry Mina,78.36712365667543,0.0
Salomón Rondón,78.36712365667543,0.0
Fabian Delph,78.36712365667543,0.0
André Gomes,78.36712365667543,0.0
Jarrad Branthwaite,78.36712365667543,0.0
Asmir Begović,78.36712365667543,0.0
Tom Davies,78.36712365667543,0.0
Jean-Philippe Gbamin,78.36712365667543,0.0
Ellis Simms,78.36712365667543,0.0
Lewis Dobbin,78.36712365667543,0.0
Tyler Onyango,78.36712365667543,0.0
Isaac Price,78.36712365667543,0.0
Cenk Tosun,78.36712365667543,0.0
Moise Kean,78.36712365667543,0.0
Nathan Broadhead,78.36712365667543,0.0
Andy Lonergan,78.36712365667543,0.0
Niels Nkounkou,78.36712365667543,0.0
Nathan Patterson,78.36712365667543,0.0
Harry Tyrer,78.36712365667543,0.0
Reece Welch,78.36712365667543,0.0
Charlie Whitaker,78.36712365667543,0.0
Illan Meslier,78.40603180655755,0.014692889538885512
Stuart Dallas,78.34433804190043,-0.008604534576407138
Raphael Dias Belloli,81.07421674603255,1.022279904182347
Jack Harrison,76.32703357419545,-0.7703994747133965
Diego Llorente,76.7129416232168,-0.6246689695720189
Rodrigo,78.65655295042102,0.10929722063900872
Luke Ayling,77.63096031889656,-0.2779974539353084
Mateusz Klich,76.45861784169378,-0.7207092912103099
Pascal Struijk,76.90930613241805,-0.5505158152382185
Liam Cooper,75.28940640272471,-1.1622387541228907
Junior Firpo,78.38779025272878,0.007804329269743263
Kalvin Phillips,77.46194466325396,-0.34182285725627876
Robin Koch,74.00473198321609,-1.6473705169144934
Adam Forshaw,75.36932511937216,-1.1320590390927958
Tyler Roberts,73.27525005404476,-1.9228448696760814
Jamie Shackleton,78.36712365667543,0.0
Patrick Bamford,78.36712365667543,0.0
Joe Gelhardt,78.36712365667543,0.0
Sam Greenwood,78.36712365667543,0.0
Lewis Bate,78.36712365667543,0.0
Charlie Cresswell,78.36712365667543,0.0
Cody Drameh,78.36712365667543,0.0
Leo Fuhr Hjelde,78.36712365667543,0.0
Crysencio Summerville,78.36712365667543,0.0
Kristoffer Klaesson,78.36712365667543,0.0
Hélder Costa,78.36712365667543,0.0
Liam McCarron,78.36712365667543,0.0
Stuart McKinstry,78.36712365667543,0.0
Nohan Kenneh,78.36712365667543,0.0
Archie Gray,78.36712365667543,0.0
Jack Jenkins,78.36712365667543,0.0
Kris Moore,78.36712365667543,0.0
Nick Pope,81.6904242533435,1.2549784227544865
Dwight McNeil,77.02679968683708,-0.5061467094894201
James Tarkowski,75.766345508289,-0.9821321796375364
Josh Brownhill,76.21668698104939,-0.8120696725768153
Charlie Taylor,76.73902718037046,-0.6148182773396699
Ashley Westwood,75.75233289360116,-0.9874237650864263
Ben Mee,75.79144294369995,-0.9726546319432999
Maxwel Cornet,77.11985135941734,-0.47100759465685826
Matthew Lowton,73.79393536705534,-1.726973669616549
Jack Cork,73.87999425572123,-1.6944752406540278
Connor Roberts,73.97271098041826,-1.6594626122327838
Nathan Collins,75.64386757615001,-1.0283835365723046
Aaron Lennon,71.67621168268903,-2.5266899311850803
Wout Weghorst,75.68618605179445,-1.0124028052864034
Jay Rodriguez,73.72853612986647,-1.7516703917905596
Jóhann Berg Guðmundsson,72.45273081755646,-2.233452912514049
Ashley Barnes,78.36712365667543,0.0
Erik Pieters,78.36712365667543,0.0
Matěj Vydra,78.36712365667543,0.0
Kevin Long,78.36712365667543,0.0
Wayne Hennessey,78.36712365667543,0.0
Dale Stephens,78.36712365667543,0.0
Phil Bardsley,78.36712365667543,0.0
Dara Costelloe,78.36712365667543,0.0
Owen Dodgson,78.36712365667543,0.0
Anthony Gomez Mancini,78.36712365667543,0.0
Joseph McGlynn,78.36712365667543,0.0
Will Norris,78.36712365667543,0.0
Lewis Richardson,78.36712365667543,0.0
Bobby Thomas,78.36712365667543,0.0
Sam Waller,78.36712365667543,0.0
Emmanuel Dennis,79.06851529474498,0.264866612595993
Craig Cathcart,75.20813076327708,-1.192930884080863
Joshua King,76.58834360396787,-0.6717209352690541
Ben Foster,78.02349489488218,-0.12976457258207208
Kiko Femenía,75.93471822243032,-0.918549570396648
Juraj Kucka,75.7840625090452,-0.9754417064112387
Ismaila Sarr,75.59723154639141,-1.0459947063619592
Tom Cleverley,73.63334094117657,-1.7876189628814938
Samir Santos,75.61042837667219,-1.041011185681425
Hassane Kamara,73.67262521757404,-1.7727840366392593
Imran Louza,74.9441067747433,-1.2926342961139714
João Pedro,76.27179501238966,-0.7912592197631718
William Troost-Ekong,74.10927480799171,-1.6078919968315533
Adam Masina,73.29166324659742,-1.9166467537058447
Christian Kabasele,74.45992813668862,-1.475474736165196
Daniel Bachmann,78.46265510715904,0.03607555367442983
Cucho,72.11469686447406,-2.3611047167782027
Jeremy Ngakia,69.64005429569914,-3.29560430160539
Edo Kayembe,78.36712365667543,0.0
Ken Sema,78.36712365667543,0.0
Danny Rose,78.36712365667543,0.0
Francisco Sierralta,78.36712365667543,0.0
Oghenekaro Etebo,78.36712365667543,0.0
Ozan Tufan,78.36712365667543,0.0
Samuel Kalu,78.36712365667543,0.0
Nicolas Nkoulou,78.36712365667543,0.0
Dan Gosling,78.36712365667543,0.0
Ashley Fletcher,78.36712365667543,0.0
Troy Deeney,78.36712365667543,0.0
Vincent Angelini,78.36712365667543,0.0
Kwadwo Baah,78.36712365667543,0.0
Adrian Blake,78.36712365667543,0.0
Kamil Conteh,78.36712365667543,0.0
Tiago Çukur,78.36712365667543,0.0
Rob Elliot,78.36712365667543,0.0
Shaqai Forde,78.36712365667543,0.0
Jack Grieves,78.36712365667543,0.0
James Morris,78.36712365667543,0.0
Teemu Pukki,77.24765916635711,-0.4227435164299906
Grant Hanley,79.1228357775865,0.28537966337089404
Max Aarons,76.98047130402422,-0.5236417025242184
Kenny McLean,73.80403989615067,-1.7231578950220245
Tim Krul,80.16679803785597,0.6796112631610964
Ben Gibson,77.04290318030809,-0.5000655452223827
Pierre Lees-Melou,75.75590835504214,-0.9860735631322871
Milot Rashica,73.9443797032118,-1.6701613560114337
Billy Gilmour,77.52131933495073,-0.3194011925075982
Mathias Normann,75.85436428545455,-0.948893637734122
Josh Sargent,72.50732969336592,-2.2128347321676114
Dimitris Giannoulis,75.62243123510353,-1.0364785447407239
Sam Byram,74.37945827553794,-1.505862579963436
Ozan Kabak,76.25021013353296,-0.7994103202835662
Kieran Dowell,72.9444744382127,-2.047755707130498
Angus Gunn,78.36712365667543,0.0
Lukas Rupp,78.36712365667543,0.0
Adam Idah,78.36712365667543,0.0
Jakob Sørensen,78.36712365667543,0.0
Przemysław Płacheta,78.36712365667543,0.0
Todd Cantwell,78.36712365667543,0.0
Andrew Omobamidele,78.36712365667543,0.0
Christos Tzolis,78.36712365667543,0.0
Christoph Zimmermann,78.36712365667543,0.0
Tony Springett,78.36712365667543,0.0
Jon Rowe,78.36712365667543,0.0
Bali Mumba,78.36712365667543,0.0
Thomas Dickson-Peters,78.36712365667543,0.0
Liam Gibbs,78.36712365667543,0.0
Abu Kamara,78.36712365667543,0.0
Jon McCracken,78.36712365667543,0.0
Michael McGovern,78.36712365667543,0.0
Jonathan Tomkinson,78.36712365667543,0.0
